id_alerta,id_siniestro,codigo,categoria,severidad,puntos,descripcion,evidencia,es_critica
ALT000622,SIN00156,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000623,SIN00157,RF-06,Denuncia,Media,4,Demora moderada en denuncia de robo.,28 horas hasta la denuncia.,False
ALT000624,SIN00157,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000625,SIN00158,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,4 siniestros previos.,False
ALT000626,SIN00158,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000627,SIN00158,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000628,SIN00158,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,82 horas hasta la denuncia.,False
ALT000629,SIN00158,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,6 siniestros del vehiculo.,False
ALT000630,SIN00158,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000631,SIN00158,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000632,SIN00159,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000633,SIN00159,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000634,SIN00159,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000635,SIN00159,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000636,SIN00160,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT000637,SIN00160,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,124 horas hasta la denuncia.,False
ALT000638,SIN00160,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000639,SIN00160,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000640,SIN00161,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000641,SIN00161,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000642,SIN00162,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,81 horas hasta la denuncia.,False
ALT000643,SIN00162,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000644,SIN00163,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 14 dias.,False
ALT000645,SIN00163,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,60 reclamos asociados.,False
ALT000646,SIN00163,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000647,SIN00163,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000648,SIN00163,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,342 horas hasta la denuncia.,False
ALT000649,SIN00163,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000650,SIN00163,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000651,SIN00163,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000652,SIN00164,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000653,SIN00164,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000654,SIN00165,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT000655,SIN00165,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000656,SIN00165,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000657,SIN00165,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000658,SIN00166,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000659,SIN00167,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,75 horas hasta la denuncia.,False
ALT000660,SIN00167,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000661,SIN00168,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,75 horas hasta la denuncia.,False
ALT000662,SIN00168,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000663,SIN00169,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT000664,SIN00169,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000665,SIN00169,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000666,SIN00170,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT000667,SIN00170,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,53 reclamos asociados.,False
ALT000668,SIN00170,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,50 horas hasta la denuncia.,False
ALT000669,SIN00170,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,5 siniestros del vehiculo.,False
ALT000670,SIN00170,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000671,SIN00171,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,0 dias al borde de vigencia.,False
ALT000672,SIN00171,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT000673,SIN00171,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,60 reclamos asociados.,False
ALT000674,SIN00171,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000675,SIN00171,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000676,SIN00171,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000677,SIN00171,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000678,SIN00171,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000679,SIN00172,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000680,SIN00173,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000681,SIN00174,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT000682,SIN00174,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000683,SIN00174,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000684,SIN00174,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000685,SIN00174,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000686,SIN00174,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000687,SIN00174,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000688,SIN00175,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000689,SIN00175,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000690,SIN00176,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000691,SIN00176,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000692,SIN00176,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000693,SIN00176,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000694,SIN00177,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT000695,SIN00177,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,4 siniestros del vehiculo.,False
ALT000696,SIN00177,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000697,SIN00178,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,56 horas hasta la denuncia.,False
ALT000698,SIN00178,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000699,SIN00179,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT000700,SIN00179,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000701,SIN00179,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,82 horas hasta la denuncia.,False
ALT000702,SIN00179,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,4 siniestros del vehiculo.,False
ALT000703,SIN00179,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000704,SIN00180,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000705,SIN00180,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000706,SIN00180,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000707,SIN00180,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,53 horas hasta la denuncia.,False
ALT000708,SIN00180,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,4 siniestros del vehiculo.,False
ALT000709,SIN00180,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000710,SIN00181,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000711,SIN00181,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000712,SIN00181,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000713,SIN00181,RF-06,Denuncia,Media,4,Demora moderada en denuncia de robo.,29 horas hasta la denuncia.,False
ALT000714,SIN00181,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000715,SIN00182,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,4 siniestros previos.,False
ALT000716,SIN00182,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,81 horas hasta la denuncia.,False
ALT000717,SIN00182,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000718,SIN00182,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000719,SIN00183,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT000720,SIN00183,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT000721,SIN00183,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,82 reclamos asociados.,False
ALT000722,SIN00183,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000723,SIN00183,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000724,SIN00183,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.98.,False
ALT000725,SIN00183,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000726,SIN00183,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000727,SIN00183,RF-17,Cobertura,Media,6,Frecuencia atipica de reclamos solo RC.,3 eventos RC del vehiculo.,False
ALT000728,SIN00183,RF-04,Dinamica,Critica,20,Dinamica fisicamente imposible segun datos simulados.,Flag de dinamica imposible activado.,True
ALT000729,SIN00183,RF-19,Dinamica,Baja,3,Accidente multiple o severo reportado de madrugada.,Flag de madrugada activado.,False
ALT000730,SIN00183,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000731,SIN00184,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000732,SIN00184,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,5 siniestros del vehiculo.,False
ALT000733,SIN00184,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000734,SIN00185,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT000735,SIN00185,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000736,SIN00185,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000737,SIN00186,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT000738,SIN00186,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000739,SIN00186,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,59 horas hasta la denuncia.,False
ALT000740,SIN00186,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000741,SIN00187,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000742,SIN00188,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,53 horas hasta la denuncia.,False
ALT000743,SIN00188,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000744,SIN00189,RF-05,Vigencia,Media,4,Siniestro cercano al borde de vigencia.,24 dias al borde de vigencia.,False
ALT000745,SIN00189,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT000746,SIN00189,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000747,SIN00189,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000748,SIN00189,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000749,SIN00189,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,201 horas hasta la denuncia.,False
ALT000750,SIN00189,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000751,SIN00189,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000752,SIN00189,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000753,SIN00190,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT000754,SIN00190,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000755,SIN00190,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000756,SIN00190,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000757,SIN00190,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.70.,False
ALT000758,SIN00190,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,436 horas hasta la denuncia.,False
ALT000759,SIN00190,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000760,SIN00190,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000761,SIN00190,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000762,SIN00191,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT000763,SIN00191,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000764,SIN00191,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000765,SIN00191,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000766,SIN00191,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000767,SIN00191,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,131 horas hasta la denuncia.,False
ALT000768,SIN00191,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000769,SIN00191,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000770,SIN00192,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT000771,SIN00193,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000772,SIN00193,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,55 horas hasta la denuncia.,False
ALT000773,SIN00193,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000774,SIN00194,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT000775,SIN00194,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT000776,SIN00194,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT000777,SIN00194,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,82 reclamos asociados.,False
ALT000778,SIN00194,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT000779,SIN00194,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000780,SIN00194,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,126 horas hasta la denuncia.,False
ALT000781,SIN00194,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,6 siniestros del vehiculo.,False
ALT000782,SIN00194,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000783,SIN00194,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000784,SIN00195,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000785,SIN00195,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000786,SIN00195,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,5 siniestros del vehiculo.,False
ALT000787,SIN00196,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,2 dias al borde de vigencia.,False
ALT000788,SIN00196,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT000789,SIN00196,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000790,SIN00196,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000791,SIN00197,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000792,SIN00197,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,51 horas hasta la denuncia.,False
ALT000793,SIN00197,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000794,SIN00198,RF-06,Denuncia,Media,4,Demora moderada en denuncia de robo.,28 horas hasta la denuncia.,False
ALT000795,SIN00198,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000796,SIN00199,RF-05,Vigencia,Media,4,Siniestro cercano al borde de vigencia.,12 dias al borde de vigencia.,False
ALT000797,SIN00199,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT000798,SIN00199,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,59 reclamos asociados.,False
ALT000799,SIN00199,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,105 horas hasta la denuncia.,False
ALT000800,SIN00199,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,6 siniestros del conductor.,False
ALT000801,SIN00199,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000802,SIN00200,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,3 dias al borde de vigencia.,False
ALT000803,SIN00200,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 10 dias.,False
ALT000804,SIN00200,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT000805,SIN00200,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.88.,False
ALT000806,SIN00200,RF-15,Frecuencia,Baja,3,Vehiculo con reincidencia moderada.,2 siniestros del vehiculo.,False
ALT000807,SIN00200,RF-16,Frecuencia,Media,4,Conductor con reincidencia moderada.,2 siniestros del conductor.,False
ALT000808,SIN00200,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000809,SIN00200,RF-19,Dinamica,Baja,3,Accidente multiple o severo reportado de madrugada.,Flag de madrugada activado.,False
ALT000810,SIN00200,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000811,SIN00201,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,53 reclamos asociados.,False
ALT000812,SIN00201,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,83 horas hasta la denuncia.,False
ALT000813,SIN00201,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000814,SIN00201,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000815,SIN00202,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT000816,SIN00202,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000817,SIN00202,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT000818,SIN00202,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",3 documento(s) inconsistentes.,False
ALT000819,SIN00202,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000820,SIN00202,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000821,SIN00202,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,436 horas hasta la denuncia.,False
ALT000822,SIN00202,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,3 siniestros del vehiculo.,False
ALT000823,SIN00202,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000824,SIN00202,RF-19,Dinamica,Baja,3,Accidente multiple o severo reportado de madrugada.,Flag de madrugada activado.,False
ALT000825,SIN00203,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,2 dias al borde de vigencia.,False
ALT000826,SIN00203,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT000827,SIN00203,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,199 horas hasta la denuncia.,False
ALT000828,SIN00203,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,6 siniestros del vehiculo.,False
ALT000829,SIN00203,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000830,SIN00203,RF-18,Dinamica,Alta,6,Relato ilogico frente al tipo de impacto.,Inconsistencia narrativa simulada.,False
ALT000831,SIN00204,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT000832,SIN00204,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT000833,SIN00204,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT000834,SIN00204,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,200 horas hasta la denuncia.,False
ALT000835,SIN00204,RF-15,Frecuencia,Media,6,Vehiculo asociado a multiples siniestros.,5 siniestros del vehiculo.,False
ALT000836,SIN00204,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,4 siniestros del conductor.,False
ALT000837,SIN00204,RF-20,Tercero,Media,5,Danio relevante sin tercero identificado.,Tercero no identificado con monto relevante.,False
ALT000838,SIN00205,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,53 reclamos asociados.,False
ALT000839,SIN00205,RF-01,Cobertura,Critica,20,Cobertura de perdida total por robo requiere revision especializada.,Cobertura PTxRB.,True
ALT000840,SIN00205,RF-06,Denuncia,Alta,8,Demora atipica en denuncia de robo.,50 horas hasta la denuncia.,False
ALT000841,SIN00205,RF-16,Frecuencia,Alta,8,Conductor presente en multiples siniestros.,3 siniestros del conductor.,False
ALT000842,SIN00206,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
